player_name,team,position,position_raw,age,club_name,birth_year,matches_played,starts,total_minutes_tournament,nineties,total_goals_tournament,total_assists_tournament,goals_plus_assists,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards_tournament,red_cards_tournament,goals_per90,assists_per90
Mouhib Chamakh,Tunisia,Goalkeeper,GK,24,1.tn Club Africain,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Firas Chaouat,Tunisia,Forward,FW,30,1.tn Club Africain,1996,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Luis Chávez,Mexico,Midfielder,MF,30,1.ru Dynamo Moskva,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Mateo Chávez,Mexico,Defender,DF,22,1.nl AZ Alkmaar,2004,1,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0
Samir Chergui,Algeria,Defender,DF,27,1.fr Paris FC,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Rayan Cherki,France,Midfielder,MF,22,1.eng Manchester City,2003,7,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Mathieu Choinière,Canada,Midfielder,MF,27,1.us LAFC,1999,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Tahith Chong,Curaçao,Midfielder,MF,26,2.eng Sheffield United,1999,3,3,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Tomáš Chorý,Czechia,Forward,FW,31,1.cz Slavia Prague,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Ryan Christie,Scotland,Midfielder,MF,31,1.eng Bournemouth,1995,3,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0
Carney Chukwuemeka,Austria,Midfielder,MF,22,1.de Dortmund,2003,3,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Mojmír Chytil,Czechia,Forward,FW,27,1.cz Slavia Prague,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Brian Cipenga,Congo DR,Midfielder,MFFW,28,2.es Castellón,1998,2,2,146,1.6,1,0,1,1,0,0,0,0,0.62,0.0
Alessandro Circati,Australia,Defender,DF,22,1.it Parma,2003,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0
Pathé Ciss,Senegal,Defender,DF,32,1.es Rayo Vallecano,1994,4,1,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Livano Comenencia,Curaçao,Midfielder,MF,22,1.ch Zürich,2004,3,3,233,2.6,1,0,1,1,0,0,1,0,0.39,0.0
Eray Cömert,Switzerland,Defender,DF,28,1.es Valencia,1998,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Francisco Conceição,Portugal,Midfielder,MF,23,1.it Juventus,2002,4,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Jhon Córdoba,Colombia,Forward,FW,33,1.ru Krasnodar,1993,3,2,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0
José Córdoba,Panama,Defender,DF,25,2.eng Norwich City,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Derek Cornelius,Canada,Defender,DF,28,1.fr Marseille,1997,4,4,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0
Diogo Costa,Portugal,Goalkeeper,GK,26,1.pt Porto,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0
Nuno da Costa,Cabo Verde,Forward,FW,35,1.tr Başakşehir,1991,4,1,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Samu Costa,Portugal,Midfielder,MF,25,1.es Mallorca,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Vladimír Coufal,Czechia,Midfielder,MFDF,33,1.de Hoffenheim,1992,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.33
Thibaut Courtois,Belgium,Goalkeeper,GK,34,1.es Real Madrid,1992,6,6,550,6.1,0,0,0,0,0,0,0,0,0.0,0.0
Maxime Crépeau,Canada,Goalkeeper,GK,32,1.us Orlando City,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0
Max Crocombe,New Zealand,Goalkeeper,GK,32,2.eng Millwall,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Pau Cubarsí,Spain,Defender,DF,19,1.es Barcelona,2007,8,8,750,8.3,0,0,0,0,0,0,1,0,0.0,0.0
Andrés Cubas,Paraguay,Midfielder,MF,30,1.us Vancouver,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0
Cucho,Colombia,Forward,FWMF,27,1.es Real Betis,1999,2,0,50,0.6,0,1,1,0,0,0,0,0,0.0,1.8
Marc Cucurella,Spain,Defender,DF,27,1.eng Chelsea,1998,8,8,750,8.3,0,2,2,0,0,0,1,0,0.0,0.24
Matheus Cunha,Brazil,Forward,FW,27,1.eng Manchester Utd,1999,5,4,290,3.2,3,0,3,3,0,0,0,0,0.93,0.0
Findlay Curtis,Scotland,Midfielder,MF,19,1.sct Kilmarnock,2006,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0
Aymen Dahmen,Tunisia,Goalkeeper,GK,29,1.tn Ahly Sfaxien,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Diogo Dalot,Portugal,Defender,DFMF,27,1.eng Manchester Utd,1999,2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Danilo,Brazil,Defender,DF,34,1.br Flamengo,1991,5,4,405,4.5,0,0,0,0,0,0,2,0,0.0,0.0
Kevin Danso,Austria,Defender,DF,27,1.eng Tottenham,1998,4,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Vladimír Darida,Czechia,Midfielder,MF,35,1.cz Hradec Králové,1990,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Jonathan David,Canada,Forward,FW,26,1.it Juventus,2000,5,5,420,4.7,3,0,3,3,0,0,1,0,0.64,0.0
Promise David,Canada,Forward,FW,24,1.be Union SG,2001,4,0,80,0.9,1,1,2,1,0,0,0,0,1.13,1.13
Alphonso Davies,Canada,Defender,DFFW,25,1.de Bayern Munich,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Erick Davis,Panama,Defender,DF,35,1.pa Plaza Amador,1991,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Nasser Al-Dawsari,Saudi Arabia,Midfielder,MF,27,1.sa Al-Hilal,1998,3,2,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0
Salem Al-Dawsari,Saudi Arabia,Midfielder,MF,34,1.sa Al-Hilal,1991,3,3,245,2.7,0,0,0,0,0,0,1,0,0.0,0.0
Mohammad Al-Dawud,Jordan,Forward,FWMF,34,1.jo Al-Wehdat SC,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Kevin De Bruyne,Belgium,Midfielder,MF,34,1.it Napoli,1991,5,5,382,4.2,1,0,1,1,0,0,1,0,0.24,0.0
Maxim De Cuyper,Belgium,Defender,DF,25,1.eng Brighton,2000,6,5,442,4.9,0,0,0,0,0,0,1,0,0.0,0.0
Luc De Fougerolles,Canada,Defender,DF,20,1.eng Fulham,2005,5,4,372,4.1,0,0,0,0,0,0,2,0,0.0,0.0
Charles De Ketelaere,Belgium,Forward,FWMF,25,1.it Atalanta,2001,5,5,350,3.9,3,1,4,3,0,0,0,0,0.77,0.26
Nicolás De La Cruz,Uruguay,Midfielder,MF,29,1.br Flamengo,1997,3,0,86,1.0,0,0,0,0,0,0,1,0,0.0,0.0
Rodrigo De Paul,Argentina,Midfielder,MF,32,1.us Inter Miami,1994,7,6,491,5.5,0,1,1,0,0,0,1,0,0.0,0.18
Amar Dedić,Bosnia–Herz,Defender,DF,23,1.pt Benfica,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Louicius Deedson,Haiti,Midfielder,MF,25,1.us FC Dallas,2001,3,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Hannes Delcroix,Haiti,Defender,DF,27,1.ch Lugano,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Ousmane Dembélé,France,Midfielder,MF,29,1.fr PSG,1997,8,7,592,6.6,6,2,8,6,0,0,0,0,0.91,0.3
Merih Demiral,Türkiye,Defender,DF,28,1.sa Al-Ahli,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Ermedin Demirović,Bosnia–Herz,Forward,FW,28,1.de Stuttgart,1998,4,4,354,3.9,0,0,0,0,0,0,1,0,0.0,0.0
Sergiño Dest,USA,Midfielder,MF,25,1.nl PSV,2000,5,4,297,3.3,0,0,0,0,0,0,0,0,0.0,0.0
Frans Dhia Putros,Iraq,Defender,DF,32,1.id Persib Bandung,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Oumar Diakité,Côte d'Ivoire,Forward,FW,22,1.be Cercle Brugge,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Amad Diallo,Côte d'Ivoire,Midfielder,MFFW,23,1.eng Manchester Utd,2002,4,2,185,2.1,2,0,2,2,0,0,0,0,0.97,0.0
Assane Diao,Senegal,Midfielder,MF,20,1.it Como,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Habib Diarra,Senegal,Midfielder,MF,22,1.eng Sunderland,2004,3,2,143,1.6,2,0,2,2,0,0,0,0,1.26,0.0
Rúben Dias,Portugal,Defender,DF,29,1.eng Manchester City,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0
Krépin Diatta,Senegal,Defender,DF,27,1.fr Monaco,1999,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0
Mory Diaw,Senegal,Goalkeeper,GK,32,1.fr Le Havre,1993,3,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0
Brahim Díaz,Morocco,Midfielder,MF,26,1.es Real Madrid,1999,6,6,457,5.1,0,4,4,0,0,0,0,0,0.0,0.79
Ismael Díaz,Panama,Forward,FWMF,29,1.mx León,1997,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Luis Díaz,Colombia,Forward,FWMF,29,1.de Bayern Munich,1997,5,5,478,5.3,1,1,2,1,0,0,0,0,0.19,0.19
Bamba Dieng,Senegal,Forward,FW,26,1.fr Lorient,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Digne,France,Defender,DF,32,1.eng Aston Villa,1993,6,5,463,5.1,0,0,0,0,0,0,0,0,0.0,0.0
Diney,Cabo Verde,Defender,DF,31,1.ae Al Bataeh,1995,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0
Ousmane Diomande,Côte d'Ivoire,Defender,DF,22,1.pt Sporting CP,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Yan Diomandé,Côte d'Ivoire,Midfielder,MFFW,19,1.de RB Leipzig,2006,4,4,329,3.7,0,1,1,0,0,0,0,0,0.0,0.27
Issa Diop,Morocco,Defender,DF,29,1.eng Fulham,1997,5,5,476,5.3,1,0,1,1,0,0,3,0,0.19,0.0
El Hadji Malick Diouf,Senegal,Defender,DF,21,1.eng West Ham,2004,3,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0
Ritsu Doan,Japan,Midfielder,MF,27,1.de Frankfurt,1998,4,4,278,3.1,0,1,1,0,0,0,0,0,0.0,0.32
Jeremy Doku,Belgium,Midfielder,MF,24,1.eng Manchester City,2002,5,4,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0
Merchas Doski,Iraq,Defender,DF,26,1.cz Viktoria Plzeň,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
David Douděra,Czechia,Midfielder,MF,28,1.cz Slavia Prague,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Désiré Doué,France,Midfielder,MF,21,1.fr PSG,2005,8,4,400,4.4,1,1,2,1,0,0,0,0,0.23,0.23
Guéla Doué,Côte d'Ivoire,Defender,DF,23,1.fr Strasbourg,2002,4,3,277,3.1,0,0,0,0,0,0,1,0,0.0,0.0
Deroy Duarte,Cabo Verde,Midfielder,MF,26,1.bg Ludogorets,1999,4,2,264,2.9,1,0,1,1,0,0,0,0,0.34,0.0
Laros Duarte,Cabo Verde,Midfielder,MF,29,1.hu Puskás Akad.,1997,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Denzel Dumfries,Netherlands,Defender,DFMF,30,1.it Inter,1996,4,4,390,4.3,0,2,2,0,0,0,0,0,0.0,0.46
Jean-Kevin Duverne,Haiti,Defender,DF,28,1.be Gent,1997,2,2,169,1.9,0,1,1,0,0,0,0,0,0.0,0.53
Lyndon Dykes,Scotland,Forward,FWMF,30,2.eng Charlton Athletic,1995,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Edin Džeko,Bosnia–Herz,Forward,FW,40,2.de Schalke 04,1986,3,3,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0
Roshon van Eijma,Curaçao,Defender,DF,28,2.nl RKC Waalwijk,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Anthony Elanga,Sweden,Midfielder,MFFW,24,1.eng Newcastle,2002,4,2,217,2.4,2,0,2,2,0,0,0,0,0.83,0.0
Meschak Elia,Congo DR,Forward,FWMF,28,1.tr Alanyaspor,1997,2,0,46,0.5,0,1,1,0,0,0,0,0,0.0,1.96
Callan Elliot,New Zealand,Defender,DF,26,1.au Auckland FC,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Eren Elmalı,Türkiye,Defender,DF,25,1.tr Galatasaray,2000,2,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0
Nico Elvedi,Switzerland,Defender,DF,29,1.de Gladbach,1996,6,6,600,6.7,0,0,0,0,0,0,1,0,0.0,0.0
Breel Embolo,Switzerland,Forward,FW,29,1.fr Rennes,1997,6,6,501,5.6,2,2,4,1,1,1,2,1,0.36,0.36
Julio Enciso,Paraguay,Forward,FW,22,1.fr Strasbourg,2004,5,5,386,4.3,1,2,3,1,0,0,0,0,0.23,0.47
Endrick,Brazil,Forward,FW,19,1.fr Lyon,2006,4,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0
Sherzod Esanov,Uzbekistan,Midfielder,MF,23,1.uz FK Bukhara Nurafshon,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Fidel Escobar,Panama,Defender,DF,31,1.cr Saprissa,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Pervis Estupiñán,Ecuador,Midfielder,MF,28,1.it Milan,1998,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Derrick Etienne,Haiti,Forward,FWMF,29,1.us Toronto FC,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Stephen Eustáquio,Canada,Midfielder,MF,29,1.pt Porto,1996,5,4,392,4.4,1,0,1,1,0,0,0,0,0.23,0.0
Martin Expérience,Haiti,Defender,DFMF,27,2.fr Nancy,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Saeid Ezatolahi,IR Iran,Midfielder,MF,29,1.ae Al-Ahli Dubai FC,1996,3,3,264,2.9,0,0,0,0,0,0,2,0,0.0,0.0
Eberechi Eze,England,Midfielder,MF,27,1.eng Arsenal,1998,5,1,211,2.3,0,1,1,0,0,0,0,0,0.0,0.43
Fabinho,Brazil,Defender,DFMF,32,1.sa Al-Ittihad,1993,3,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0
José Fajardo,Panama,Forward,FW,32,1.ec Univ Católica,1993,3,1,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0
Odeh Al-Fakhouri,Jordan,Midfielder,MFFW,20,1.eg Pyramids FC,2005,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0
Henrik Falchener,Norway,Defender,DF,23,1.no Viking,2003,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Marko Farji,Iraq,Midfielder,MF,22,2.it Venezia,2004,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Christian Fassnacht,Switzerland,Forward,FWMF,32,1.ch Young Boys,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Abdul Fatawu Issahaku,Ghana,Forward,FWMF,22,2.eng Leicester City,2004,4,0,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0
Ahmed Fathy,Qatar,Midfielder,MF,33,1.qa Al-Arabi,1993,3,1,150,1.7,0,0,0,0,0,0,2,0,0.0,0.0
Hamdy Fathy,Egypt,Defender,DFMF,31,1.qa Al-Wakrah,1994,4,3,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0
Ahmed Fatouh,Egypt,Defender,DF,28,1.eg Zamalek SC,1998,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Abbosbek Fayzullayev,Uzbekistan,Midfielder,MF,22,1.tr Başakşehir,2003,3,3,220,2.4,1,0,1,1,0,0,0,0,0.41,0.0
João Félix,Portugal,Midfielder,MF,26,1.sa Al-Nassr,1999,3,3,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0
Lewis Ferguson,Scotland,Midfielder,MF,26,1.it Bologna,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Bruno Fernandes,Portugal,Midfielder,MF,31,1.eng Manchester Utd,1994,5,5,422,4.7,0,1,1,0,0,0,0,0,0.0,0.21
Enzo Fernández,Argentina,Midfielder,MF,25,1.eng Chelsea,2001,7,7,659,7.3,2,0,2,2,0,0,2,1,0.27,0.0
Matias Fernandez-Pardo,Belgium,Forward,FWMF,21,1.fr Lille,2005,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Álvaro Fidalgo,Mexico,Midfielder,MF,29,1.es Real Betis,1997,3,1,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0
Sherel Floranus,Curaçao,Defender,DF,27,1.nl Zwolle,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Seko Fofana,Côte d'Ivoire,Midfielder,MF,31,1.pt Porto,1995,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0
Yahia Fofana,Côte d'Ivoire,Goalkeeper,GK,25,1.tr Rizespor,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Deveron Fonville,Curaçao,Defender,DF,23,1.nl NEC Nijmegen,2003,3,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Yassin Fortuné,Haiti,Forward,FWMF,27,2.pt Vizela,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Lyle Foster,South Africa,Forward,FW,25,1.eng Burnley,2000,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Alan Franco,Ecuador,Defender,DF,27,1.br Atlético Mineiro,1998,4,4,251,2.8,0,0,0,0,0,0,2,0,0.0,0.0
Alex Freeman,USA,Defender,DF,21,1.es Villarreal,2004,5,4,374,4.2,1,1,2,1,0,0,0,0,0.24,0.24
Matt Freese,USA,Goalkeeper,GK,27,1.us NYCFC,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Remo Freuler,Switzerland,Midfielder,MF,34,1.it Bologna,1992,6,6,592,6.6,0,0,0,0,0,0,0,0,0.0,0.0
Marco Friedl,Austria,Defender,DF,28,1.de Werder Bremen,1998,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Juriën Gaari,Curaçao,Defender,DF,32,2.sa Abha,1993,2,2,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0
Jassem Gaber,Qatar,Midfielder,MF,24,1.qa Al Rayyan SC,2002,3,3,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0
Cody Gakpo,Netherlands,Forward,FW,27,1.eng Liverpool,1999,4,4,368,4.1,3,1,4,3,0,0,0,0,0.73,0.24
Matías Galarza,Paraguay,Midfielder,MF,24,1.us Atlanta Utd,2002,4,4,388,4.3,1,1,2,1,0,0,2,0,0.23,0.23
Hernán Galíndez,Ecuador,Goalkeeper,GK,39,1.ar Huracán,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Jesús Gallardo,Mexico,Defender,DF,31,1.mx Toluca,1994,5,4,373,4.1,0,0,0,0,0,0,0,0,0.0,0.0
Ahmed Al-Ganehi,Qatar,Forward,FW,25,1.qa Al-Gharafa Sports Club,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Ben Gannon-Doak,Scotland,Midfielder,MF,20,1.eng Bournemouth,2005,3,2,186,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Eric García,Spain,Defender,DFMF,25,1.es Barcelona,2001,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Gavi,Spain,Forward,FW,21,1.es Barcelona,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Jason Geria,Australia,Defender,DF,33,2.jp Albirex Niigata,1993,2,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Khalid Al Ghannam,Saudi Arabia,Midfielder,MF,25,1.sa Al-Ettifaq,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ismaël Gharbi,Tunisia,Midfielder,MF,22,1.de Augsburg,2004,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Mehdi Ghayedi,IR Iran,Forward,FW,27,1.ae Al-Nasr Dubai,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Farés Ghedjemis,Algeria,Forward,FWMF,23,2.it Frosinone,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Saman Ghoddos,IR Iran,Midfielder,MF,32,1.ae Al-Ittihad Kalba,1993,3,3,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0
Mohammad Ghorbani,IR Iran,Midfielder,MF,25,1.ae Al-Wahda FC,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Lee Gi-hyuk,Korea Republic,Defender,DF,25,1.kr Gangwon FC,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Armin Gigovic,Bosnia–Herz,Midfielder,MF,24,1.ch Young Boys,2002,2,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Orlando Gill,Paraguay,Goalkeeper,GK,26,1.py San Lorenzo,2000,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0
Santiago Giménez,Mexico,Forward,FW,25,1.it Milan,2001,4,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Aníbal Godoy,Panama,Midfielder,MF,36,1.us San Diego FC,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Andrés Gómez,Colombia,Midfielder,MF,23,1.br Vasco da Gama,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Diego Gómez,Paraguay,Midfielder,MF,23,1.eng Brighton,2003,4,4,304,3.4,0,0,0,0,0,0,2,0,0.0,0.0
Gustavo Gómez,Paraguay,Defender,DF,33,1.br Palmeiras,1993,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0
Armando González,Mexico,Forward,FW,23,1.mx Guadalajara,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Nicolás González,Argentina,Midfielder,MF,28,1.es Atlético Madrid,1998,7,1,259,2.9,0,1,1,0,0,0,0,0,0.0,0.35
Anthony Gordon,England,Midfielder,MF,25,1.es Barcelona,2001,6,5,396,4.4,1,3,4,1,0,0,0,0,0.23,0.68
Leon Goretzka,Germany,Midfielder,MF,31,1.de Bayern Munich,1995,3,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Kenji Gorré,Curaçao,Forward,FWMF,31,1.il Maccabi Haifa,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Keisuke Gotō,Japan,Forward,FW,21,1.be Sint-Truiden,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Amine Gouiri,Algeria,Forward,FW,26,1.fr Marseille,2000,4,3,251,2.8,1,0,1,1,0,0,0,0,0.36,0.0
Ryan Gravenberch,Netherlands,Midfielder,MF,24,1.eng Liverpool,2002,4,4,345,3.8,0,2,2,0,0,0,0,0,0.0,0.52
Michael Gregoritsch,Austria,Forward,FW,32,1.de Augsburg,1994,3,2,188,2.1,0,1,1,0,0,0,0,0,0.0,0.48
Florian Grillitsch,Austria,Defender,DFMF,30,1.pt Braga,1995,2,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Pascal Groß,Germany,Defender,DFMF,34,1.eng Brighton,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Gabriel Gudmundsson,Sweden,Midfielder,MFDF,27,1.eng Leeds United,1999,4,4,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0
Cho Gue-sung,Korea Republic,Forward,FW,28,1.dk Midtjylland,1998,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0
Marc Guéhi,England,Defender,DF,25,1.eng Manchester City,2000,8,7,663,7.4,0,0,0,0,0,0,1,0,0.0,0.0
Evann Guessand,Côte d'Ivoire,Forward,FWMF,24,1.eng Crystal Palace,2001,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Idrissa Gueye,Senegal,Midfielder,MF,36,1.eng Everton,1989,4,4,361,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Pape Gueye,Senegal,Midfielder,MF,27,1.es Villarreal,1999,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38
Bruno Guimarães,Brazil,Midfielder,MF,28,1.eng Newcastle,1997,5,5,416,4.6,0,4,4,0,0,1,0,0,0.0,0.87
Deniz Gül,Türkiye,Forward,FW,21,1.pt Porto,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Arda Güler,Türkiye,Midfielder,MF,21,1.es Real Madrid,2005,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0
Angus Gunn,Scotland,Goalkeeper,GK,30,1.eng Nottingham,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Malo Gusto,France,Defender,DF,23,1.eng Chelsea,2003,5,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0
Brian Gutiérrez,Mexico,Midfielder,MF,22,1.mx Guadalajara,2003,4,2,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0
Jorge Gutiérrez,Panama,Defender,DF,27,1.ve Dep. La Guaira,1998,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Joško Gvardiol,Croatia,Defender,DF,24,1.eng Manchester City,2002,4,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0
Viktor Gyökeres,Sweden,Forward,FW,28,1.eng Arsenal,1998,4,4,360,4.0,1,2,3,1,0,0,1,0,0.25,0.5
Aziz Gʻaniyev,Uzbekistan,Midfielder,MF,28,,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Erling Haaland,Norway,Forward,FW,25,1.eng Manchester City,2000,5,5,465,5.2,7,0,7,7,0,0,0,0,1.35,0.0
Ihsan Haddad,Jordan,Defender,DF,32,1.jo Al-Hussein SC,1994,3,3,260,2.9,0,1,1,0,0,0,0,0,0.0,0.35
Anis Hadj Moussa,Algeria,Midfielder,MF,24,1.nl Feyenoord,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Jaouen Hadjam,Algeria,Defender,DF,23,1.ch Young Boys,2003,3,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Amir Hadžiahmetović,Bosnia–Herz,Midfielder,MF,29,2.eng Hull City,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0
